Verse,Meter,char_count,new_char_count,word_count,Stressed_Verse
so on the hearts of the people descended the words of the speaker,dactyl,6,65,13,wswswswswswswswsw
silent a moment they stood in speechless wonder and then rose,dactyl,6,61,11,sswsswswswswsws
louder and ever louder a wail of sorrow and anger,dactyl,6,49,10,sswswsswswsswsw
and by one impulse moved they madly rushed to the doorway,dactyl,6,57,11,wswswswswswwsw
vain was the hope of escape and cries and fierce imprecations,dactyl,6,61,11,wswswswswswswsw
rang through the house of prayer and high o'er the heads of the others,dactyl,6,70,14,wswswswswswswsw
rose with his arms uplifted the figure of basil the blacksmith,dactyl,6,62,11,swswswswsswsswsw
as on a stormy sea a spar is tossed by the billows,dactyl,6,50,12,wswswswswswwsw
flushed was his face and distorted with passion and wildly he shouted,dactyl,6,69,12,wswswswswswswswsw
down with the tyrants of england we never have sworn them allegiance,dactyl,6,68,12,wswswswswswswswsw
death to these foreign soldiers who seize on our homes and our harvests',dactyl,6,72,13,wswswswswswswwsw
more he fain would have said but the merciless hand of a soldier,dactyl,6,64,13,wswswswwswswswsw
smote him upon the mouth and dragged him down to the pavement,dactyl,6,61,12,wswswswswswwsw
in the midst of the strife and tumult of angry contention,dactyl,6,57,11,wswswswswswswsw
lo the door of the chancel opened and father felician,dactyl,6,53,10,wswswswsswsswsw
entered with serious mien and ascended the steps of the altar,dactyl,6,61,11,wswswswswswswswsw
raising his reverend hand with a gesture he awed into silence,dactyl,6,61,11,sswswswswswswswsw
all that clamorous throng and thus he spake to his people,dactyl,6,57,11,wwsswswswswwsw
deep were his tones and solemn in accents measured and mournful,dactyl,6,63,11,wswswsswswsswsw
spake he as after the tocsin's alarum distinctly the clock strikes,dactyl,6,66,11,wswswswswsswswsws
what is this that ye do my children what madness has seized you,dactyl,6,63,13,wswswswswswswsw
forty years of my life have i labored among you and taught you,dactyl,6,62,13,swswswswsswswsws
not in word alone but in deed to love one another,dactyl,6,49,11,wwswswswswswsw
is this the fruit of my toils of my vigils and prayers and privations,dactyl,6,69,14,wswswswswswswswsw
have you so soon forgotten all lessons of love and forgiveness,dactyl,6,62,11,wswswsswswswswsw
this is the house of the prince of peace and would you profane it,dactyl,6,65,14,wswswswswswswsw
thus with violent deeds and hearts overflowing with hatred,dactyl,6,58,9,swswswswswsswsw
lo where the crucified christ from his cross is gazing upon you,dactyl,6,63,12,wswswswswswsswsw
see in those sorrowful eyes what meekness and holy compassion,dactyl,6,61,10,wswswswswswsswsw
hark how those lips still repeat the prayer o father forgive them,dactyl,6,65,12,swswswswswsswsw
let us repeat that prayer in the hour when the wicked assail us,dactyl,6,63,13,wswswswwswswsswsw
let us repeat it now and say o father forgive them',dactyl,6,51,11,wswswswswsswsw
few were his words of rebuke but deep in the hearts of his people,dactyl,6,65,14,wwswswswswswswsw
sank they and sobs of contrition succeeded the passionate outbreak,dactyl,6,66,10,swswswswswswsswsw
while they repeated his prayer and said 'o father forgive them',dactyl,6,63,11,wswswswswswswsw
then came the evening service the tapers gleamed from the altar,dactyl,6,63,11,wswswswswswswsw
fervent and deep was the voice of the priest and the people responded,dactyl,6,69,13,swswswswswswswsws
not with their lips alone but their hearts and the ave maria,dactyl,6,60,12,wswswswswswswswsw
sang they and fell on their knees and their souls with devotion translated,dactyl,6,74,13,wswswwswswswsswsw
rose on the ardor of prayer like elijah ascending to heaven,dactyl,6,59,11,wswswswswsswswsw
meanwhile had spread in the village the tidings of ill and on all sides,dactyl,6,71,14,swswswsswswswswsw
wandered wailing from house to house the women and children,dactyl,6,59,10,swsswswswsswsw
long at her father's door evangeline stood with her right hand,dactyl,6,62,11,wswswswswswswsw
shielding her eyes from the level rays of the sun that descending,dactyl,6,65,12,swswswswswswswsw
lighted the village street with mysterious splendor and roofed each,dactyl,6,67,10,sswsswswsswswsws
peasant's cottage with golden thatch and emblazoned its windows,dactyl,6,63,9,swswswswswsswsw
long within had been spread the snow white cloth on the table,dactyl,6,61,12,swswswswswswsw
there stood the wheaten loaf and the honey fragrant with wild flowers,dactyl,6,69,12,wswswswwswswswsw
there stood the tankard of ale and the cheese fresh brought from the dairy,dactyl,6,74,14,wswswswswswswwsw
and at the head of the board the great arm chair of the farmer,dactyl,6,62,14,wswswswswswswsw
thus did evangeline wait at her father's door as the sunset,dactyl,6,59,11,wswswswswswswwsw
threw the long shadows of trees o'er the broad ambrosial meadows,dactyl,6,64,11,wswswswswswswsw
ah on her spirit within a deeper shadow had fallen,dactyl,6,50,10,wswsswswswsswsw
and from the fields of her soul a fragrance celestial ascended,dactyl,6,62,11,wswswwswswswswsw
charity meekness love and hope and forgiveness and patience,dactyl,6,59,9,sswswswswswswsw
then all forgetful of self she wandered into the village,dactyl,6,56,10,wswswswswswswsw
cheering with looks and words the mournful hearts of the women,dactyl,6,62,11,sswswswswswwsw
as o'er the darkening fields with lingering steps they departed,dactyl,6,63,10,wswswswswswswsw
urged by their household cares and the weary feet of their children,dactyl,6,67,12,wswswswwswswwsw
down sank the great red sun and in golden glimmering vapors,dactyl,6,59,11,wswswswwswsswsw
veiled the light of his face like the prophet descending from sinai,dactyl,6,67,12,wswswswwswswswsw
sweetly over the village the bell of the angelus sounded,dactyl,6,56,10,swsswswswswswsws
meanwhile amid the gloom by the church evangeline lingered,dactyl,6,58,9,wswswswwswswsws
all was silent within and in vain at the door and the windows,dactyl,6,61,13,wwsswswwswwswwsw
stood she and listened and looked till overcome by emotion,dactyl,6,58,10,wswsswswswswsws
gabriel' cried she aloud with tremulous voice but no answer,dactyl,6,59,10,swswswswswswswsw
came from the graves of the dead nor the gloomier grave of the living,dactyl,6,69,14,wswswswswswswswsw
slowly at length she returned to the tenantless house of her father,dactyl,6,67,12,swswswswwswswswsw
smouldered the fire on the hearth on the board was the supper untasted,dactyl,6,70,13,wswswswswswswsswsw
empty and drear was each room and haunted with phantoms of terror,dactyl,6,65,12,wswswswswswswswsw
sadly echoed her step on the stair and the floor of her chamber,dactyl,6,63,13,swswswswswswswsw
in the dead of the night she heard the disconsolate rain fall,dactyl,6,61,12,wwswswswswswsws
loud on the withered leaves of the sycamore tree by the window,dactyl,6,62,12,wswswswwswswswsw
keenly the lightning flashed and governed the voice of the echoing thunder,dactyl,6,74,12,wswswswswswswsswsw
told her that god was in heaven and governed the world he created,dactyl,6,65,13,wswswwsswswswswsw
then she remembered the tale she had heard of the justice of heaven,dactyl,6,67,13,wswswswswswwsswsw
soothed was her troubled soul and she peacefully slumbered till morning,dactyl,6,71,11,wswsswswswswswsw
four times the sun had risen and set and now on the fifth day,dactyl,6,61,14,wswswswswswswsw
cheerily called the cock to the sleeping maids of the farmhouse,dactyl,6,63,11,swswswswwswswwsw
soon o'er the yellow fields in silent and mournful procession,dactyl,6,61,10,wswswswswswswsw
came from the neighboring hamlets and farms the acadian women,dactyl,6,61,10,wswsswswswswsswsw
driving in ponderous wains their household goods to the sea shore,dactyl,6,65,11,sswswswswswsws
pausing and looking back to gaze once more on their dwellings,dactyl,6,61,11,wswswswswswwsw
ere they were shut from sight by the winding road and the woodland,dactyl,6,66,13,wswswswwswswwsw
close at their sides their children ran and urged on the oxen,dactyl,6,61,12,wswswswswswwsw
while in their little hands they clasped some fragments of playthings,dactyl,6,69,11,wswswswswswsws
thus to the gaspereau's mouth they hurried and there on the sea beach,dactyl,6,69,13,wswswswswswswsws
piled in confusion lay the household goods of the peasants,dactyl,6,58,10,wswswswswswwsw
all day long between the shore and the ships did the boats ply,dactyl,6,62,13,swswswswswswsw
all day long the wains came laboring down from the village,dactyl,6,58,11,swswswswswswsw
late in the afternoon when the sun was near to his setting,dactyl,6,58,12,wswswswswswswsw
echoed far o'er the fields came the roll of drums from the churchyard,dactyl,6,69,13,swswswswswswwsw
thither the women and children thronged on a sudden the church doors,dactyl,6,68,12,sswsswswswwswsws
opened and forth came the guard and marching in gloomy procession,dactyl,6,65,11,swswswswswswswsw
followed the long imprisoned but patient acadian farmers,dactyl,6,56,8,sswswsswsswsswsw
even as pilgrims who journey afar from their homes and their country,dactyl,6,68,12,wswswswswswswswsw
sing as they go and in singing forget they are weary and wayworn,dactyl,6,64,13,wswswwswswswsswsw
so with songs on their lips the acadian peasants descended,dactyl,6,58,10,wwswswswsswsswsw
down from the church to the shore amid their wives and their daughters,dactyl,6,70,13,wswswwswswswwsw
foremost the young men came and raising together their voices,dactyl,6,61,10,wswswswsswsswsw
sang with tremulous lips a chant of the catholic missions,dactyl,6,57,10,swswswswswswsw
sacred heart of the saviour o inexhaustible fountain,dactyl,6,52,8,swswwswswswswsw
fill our hearts this day with strength and submission and patience',dactyl,6,67,11,wswswswswsswsw
then the old men as they marched and the women that stood by the wayside,dactyl,6,72,15,wswswswswswswswsw
joined in the sacred psalm and the birds in the sunshine above them,dactyl,6,67,13,wswswswswswswsws
mingled their notes therewith like voices of spirits departed,dactyl,6,61,9,wswswswsswsswsw
half way down to the shore evangeline waited in silence,dactyl,6,55,10,wswswswswswswsw
not overcome with grief but strong in the hour of affliction,dactyl,6,60,11,wswswswswwswswsw
calmly and sadly she waited until the procession approached her,dactyl,6,63,10,swswswswswswsswsw
and she beheld the face of gabriel pale with emotion,dactyl,6,52,10,wswswswswswswsw
tears then filled her eyes and eagerly running to meet him,dactyl,6,58,11,wswswswswswsws
clasped she his hands and laid her head on his shoulder and whispered,dactyl,6,69,13,wswswswswswswsw
gabriel be of good cheer for if we love one another,dactyl,6,51,11,swswswswwswswsw
nothing in truth can harm us whatever mischances may happen',dactyl,6,60,10,swswswswswswswsw
smiling she spake these words then suddenly paused for her father,dactyl,6,65,11,sswswswswswswsw
saw she slowly advancing alas how changed was his aspect,dactyl,6,56,10,swswswswswswwsw
gone was the glow from his cheek and the fire from his eye and his footstep,dactyl,6,75,16,wswswswswswswswwsw
heavier seemed with the weight of the heavy heart in his bosom,dactyl,6,62,12,swswswswwswswwsw
but with a smile and a sigh she clasped his neck and embraced him,dactyl,6,65,14,wswswswswswswsw
speaking words of endearment where words of comfort availed not,dactyl,6,63,10,wswswswswswswsw
thus to the gaspereau's mouth moved on that mournful procession,dactyl,6,63,10,wswswswswswswsw
there disorder prevailed and the tumult and stir of embarking,dactyl,6,61,10,wswswswwswswswsw
busily plied the freighted boats and in the confusion,dactyl,6,53,9,sswswswswwswsw
wives were torn from their husbands and mothers too late saw their children,dactyl,6,75,13,wswswswswwswswsw
left on the land extending their arms with wildest entreaties,dactyl,6,61,10,wswswswswswswsw
so unto separate ships were basil and gabriel carried,dactyl,6,53,9,wswsswswsswsswsw
while in despair on the shore evangeline stood with her father,dactyl,6,62,11,wswswwswswswswsw
half the task was not done when the sun went down and the twilight,dactyl,6,66,14,wswswswswswswsw
deepened and darkened around and in haste the refluent ocean,dactyl,6,60,10,swswswswswswswsw
fled away from the shore and left the line of the sand beach,dactyl,6,60,13,swswswswswswsw
covered with waifs of the tide with kelp and the slippery sea weed,dactyl,6,66,13,swswswswswwswsws
farther back in the midst of the household goods and the wagons,dactyl,6,63,12,swswswswswswwsw
like to a gypsy camp or a leaguer after a battle,dactyl,6,48,11,wswswswwswswsws
all escape cut off by the sea and the sentinels near them,dactyl,6,57,12,swswswswswswsws
lay encamped for the night the houseless acadian farmers,dactyl,6,56,9,swswwswsswsswsw
back to its nethermost caves retreated the bellowing ocean,dactyl,6,58,9,wswswswswswsswsw
dragging adown the beach the rattling pebbles and leaving,dactyl,6,57,9,sswswswswsswsw
inland and far up the shore the stranded boats of the sailors,dactyl,6,61,12,swswswswswswwsw
then as the night descended the herds returned from their pastures,dactyl,6,66,11,wswswswswswswsw
sweet was the moist still air with the odor of milk from their udders,dactyl,6,69,14,wswswswwswswswsw
lowing they waited and long at the well known bars of the farm yard,dactyl,6,67,14,sswswswswswswsws
waited and looked in vain for the voice and the hand of the milk maid,dactyl,6,69,15,swswswswswswswsw
silence reigned in the streets from the church no angelus sounded,dactyl,6,65,11,swswswswswswsws
