Verse,Meter,Stressed_Verse
free from fetters might i rove,trochaic,swswsws
but you in ev'ry feature shine,trochaic,wswswsws
those whom paleey'd spleen enslav'd,trochaic,wwsswsws
by the variance of thy dress,trochaic,wwswswsw
vigorous buxom young and gay,trochaic,sswswsws
only this i wou'd intreat,trochaic,swswsws
i to pass it use this skill,trochaic,wswswsw
on which a dark hill steep and high,trochaic,wswswsws
and shallows of his soul if he possess,trochaic,wswswswsws
it were a kind of treason to my crown,trochaic,wswswswsws
the woody vallies warm and low,trochaic,wswswsws
then whispering softly in the ear,trochaic,wsswswsws
zeph'rus sweeping softest chords,trochaic,swswsws
the exaltation of this noble order,trochaic,wswswswswsw
asham'd be he who with malignant eye,trochaic,wswswswsws
had not the gold of vanquish'd gaul subdu'd,trochaic,wswswswsws
nor disdain alllovely fair,trochaic,swswsws
i of my fortune and my friend,trochaic,wswswsws
and to heav'n's champion cappadocian george,trochaic,wswswswswsw
o'er the carpet of the meads,trochaic,wwswsws
chuse among the pretty fellows,trochaic,swswswsw
oft it soothes the shepherd swain,trochaic,swswsws
from vanquish'd john's reluctant hand,trochaic,wswswsws
nor have been in that retreat,trochaic,wswwsws
ev'n on the sacred throne from whence they sprung,trochaic,wswswswsws
thus sung mira to her lyre,trochaic,swswsws
silvers o'er the dewy green,trochaic,swswsws
letmepassmywaykenabeek,trochaic,swswswsw
so may the lustre of this order bright,trochaic,wswswswsws
nectar that the bees produce,trochaic,swswsws
rise ye blakes ye raleighs rise,trochaic,swswsws
this godlike task to few assign'd,trochaic,wswswsws
these clouds of fragrance that farbeaming blaze,trochaic,wswsswswsw
but specious merit at his throne appear,trochaic,wswswswsws
what these dreadful glooms conceal,trochaic,wwswsws
leans not meanly on the past,trochaic,swswsws
grateful for the bowers they fill,trochaic,swswswsw
a partner suited to my mind,trochaic,wswswsws
sotosmearitssidesthatswiftly,trochaic,swsswswsw
then know i not to govern but have nurs'd,trochaic,wswswswsws
first made the name of edward great,trochaic,wswswsws
vain the wish the last appears,trochaic,swswsws
ripening o'er the banks of tweed,trochaic,swswswsw
sentdiseaseanddeathamongus,trochaic,swswswsw
hunted by all kinds of ills,trochaic,swswsws
see these mournful spectres sweeping,trochaic,swswswsw
truth an equal part sustains,trochaic,swswsws
youcanseetheblackpitch water,trochaic,swswswsw
fall'n neglected lost forgot,trochaic,swswsws
then along their fav'rite hill,trochaic,swswsws
love with conscious pride defies,trochaic,swswsws
justly call'd the seats of rest,trochaic,swswsws
u lochlin plows the watery way,trochaic,wswswswsw
wretched mortals cou'd not bear,trochaic,swswsws
stella's eyes and air and face,trochaic,swswsws
in a world unknown untry'd,trochaic,wwswsws
to raise a blush on victory's cheek,trochaic,wswswswsw
from the silver cloud that sails,trochaic,wwswsws
here we boast a purer flood,trochaic,wwswsws
woundingsorerthantheother,trochaic,swswswsw
of common prostitutes caress'd and loath'd,trochaic,wswswswsws
such as nor the flight of time,trochaic,wswswsw
stately piles and courtly dames,trochaic,swswsws
under her peculiar care,trochaic,swswsws
andthefire flieswah wah taysee,trochaic,swswswsws
their painted wings then nimbly ply,trochaic,wswswsws
hastenbackoshaugodaya,trochaic,swswswsw
the brethren of st george in friendly league,trochaic,wswswswsws
lock'd within each other's arms,trochaic,swswsws
which soft slumber loves to dress,trochaic,swswsws
lawyers lordlings priests devour,trochaic,swswswsw
these claims hast thou rejected like a king,trochaic,wswswswsws
of all succeeding times to grace its annals,trochaic,wswswswswsw
when they had lost their virtue did not soon,trochaic,wswswswsws
but not unaided by the heav'nly powers,trochaic,wswswswswsw
for a friend be sold a slave,trochaic,wswswsw
the valiant sons of odin with them bore,trochaic,wswswswsws
she sees her aweful charms by kings caress'd,trochaic,wswswswsws
true and constant and will never,trochaic,swswswsw
and let me add that policy alone,trochaic,wswswswsws
sweet refreshment for the flock,trochaic,swswsws
criedaloudandspakeinthiswise,trochaic,swswswsw
can man forget his maker's praise,trochaic,wswswsws
to them whose gross and dull capacities,trochaic,wswswswsws
love like air is widely given,trochaic,swswswsw
of each plant and every tree,trochaic,wwswswsw
the while as fades this scene below,trochaic,wswswsws
bid me fleeting life despise,trochaic,swswsws
though each day her glowing fancy,trochaic,wwswswsw
if to britain's shores returning,trochaic,wwswswsw
alltheairwaswhitewithmoonlight,trochaic,wswsswsw
birth nor riches gild his title,trochaic,swswswsw
where these roses crown the sod,trochaic,wwswsws
from their rever'd tribunals holy mounts,trochaic,wswswsswsws
pendent o'er his grassy seat,trochaic,swswsws
followedfastthosebloodyfootprints,trochaic,swswswsws
of reason wou'd condemn thee as the foe,trochaic,wswswswsws
or female distaffreign but suiting ill,trochaic,wswswswsws
see the glory round her face,trochaic,swswsws
see he beckons thee away,trochaic,swswsws
marches stedfastly along,trochaic,swswsws
exercising as they went,trochaic,swswsws
all her unexalted themes,trochaic,wwswsws
the squirrel climbs the nuttree bough,trochaic,wswswsws
shouldering off the freshened silence,trochaic,swswwswsw
see those cheeks of beauteous dye,trochaic,swswswsw
allnightlonghesaileduponit,trochaic,wswswswsw
and grace the glories of this signal day,trochaic,wswswswsws
puts a period to thy play,trochaic,swswswsw
not the muse who wreath'd with laurel,trochaic,wwswswsw
to warble forth their patriot lays,trochaic,wswswswsw
waging incessant war ere long regain'd,trochaic,sswswswsws
the law of freedom which to britain's shore,trochaic,wswswswsws
i see in mix'd disorder rise,trochaic,wswswsws
if her easy air express,trochaic,wwswsws
trifles please the truly wise,trochaic,swswsws
clad in colours of the air,trochaic,swswsws
of ev'ry rank and order soldier priest,trochaic,wswswswsws
enrich'd at once thy country and thy self,trochaic,wswswswsws
fairies pass their hours away,trochaic,swswssws
thus am i always tho' invisible,trochaic,wswswswsws
swiftestflewandwoundedsorest,trochaic,swswsws
onwardtotheblackpitch water,trochaic,swswswsw
strike the purplepainted sky,trochaic,swswsws
to persist disgusts the more,trochaic,swswsws
mine were the noble arts of raising gold,trochaic,wswswswsws
welteringinthebloodywater,trochaic,swswswsws
of his great order let him undisturb'd,trochaic,wswswswsws
he nor heaps his brooded stores,trochaic,wwswsws
there wait my summons and mean time advise,trochaic,wswswswsws
fiercelytheredsundescending,trochaic,sswswswsws
we recal our shameful doom,trochaic,swswsws
rise by magick pow'r of thought,trochaic,swswswsw
andavengemyfather'smurder,trochaic,swswswsws
your choicest influence on the noble train,trochaic,wswswswwsws
approach then my belov'd my noble son,trochaic,wswswswsws
theirs is but a summer's song,trochaic,wswwsws
ever blythe and young and gay,trochaic,swswsws
had no wild ambition sway'd,trochaic,swswsws
to the soft retreat of love,trochaic,wwswsws
withtheblood redcrestofmama,trochaic,wswswsws
sometimes swift sometimes slow,trochaic,wswsws
nor hears thy accents clear and sweet,trochaic,wswswsws
groans and the shrill screechowl's shriek,trochaic,swswsws
this is folly childhood's guide,trochaic,wwswsws
fair peace in war's bright mail array'd,trochaic,wswswsws
on i walk with silent tread,trochaic,wwswsws
think not she whose empty pride,trochaic,wswwsws
stranger to the hostile plains,trochaic,swswsws
next her bed behold i'm plac'd,trochaic,wwswsws
and on the helpless multitude impose,trochaic,wswswswsws
thy arrogant pretensions but in thee,trochaic,wswswswsws
dispens'd at once their oracles and laws,trochaic,wswswswsws
therealonecanhebewounded,trochaic,wswswsws
moving slow with feeble pace,trochaic,swswsws
leads on with modest pride the virginchoir,trochaic,wswswswswsw
by goods that perish with the dead,trochaic,wswswsws
of danube from germania's warlike tow'rs,trochaic,wswswsswsws
conan's name my lay rehearse,trochaic,swswsws
with love's bright flame again shall glow,trochaic,wswswsws
the faithful blazon of my ancient line,trochaic,wswswswsws
then shake them fraught with genial show'rs,trochaic,wswswsws
i am hosier's injur'd ghost,trochaic,wwsswsws
fain i thy retreat wou'd know,trochaic,swswsws
of fortune swell'd and only form'd to dance,trochaic,wswswswsws
fond to meet the western gale,trochaic,swswsws
the silverfooted naiads sportive train,trochaic,wswswswsws
there from the world retir'd in secret shades,trochaic,wswswsswsws
love within each bosom blaz'd,trochaic,swswsws
half o'er the reviving globe,trochaic,swswsws
o'er the fields i walk alone,trochaic,wwswsws
thee we praise nor thee alone,trochaic,wwswsws
charitable free and gay,trochaic,swswsws
whisp'ring with a snowy hind,trochaic,swswsws
associate those whose highexalted names,trochaic,wsswswswsws
sweetly chaunt the tuneful nine,trochaic,swswsws
which step by step shall fairer grow,trochaic,wswswsws
thee black melancholy of yore,trochaic,swswswsw
nor deem that to allure heroic minds,trochaic,wswswswsws
speeding ruin o'er the land,trochaic,swswsws
see the beams intensely shed,trochaic,swswsws
round your waist her zone she threw,trochaic,wswswsw
to gladden this ignoble shade,trochaic,wswswsws
with vengeance brooding in his sullen breast,trochaic,wswswswsws
unworthy the grave majesty of kings,trochaic,wswswswsws
the statesman's friendly bowl be there,trochaic,wswswsws
emerging from their inmost caves,trochaic,wswswsws
gaily spreads her saffron robe,trochaic,swswsws
peace and rest are under ground,trochaic,swswsws
by wisdom or by valour sov'reign pow'r,trochaic,wswswswswsw
ere the ruddy sun be set,trochaic,swswsws
pointingwithherfingerwestward,trochaic,swswswsw
o'er the mead the bullock strays,trochaic,wwswsws
may be as heavy as the case,trochaic,wswswsws
arch can add a beauty to,trochaic,swswsws
pendant gems and rich brocade,trochaic,swswsws
fancies light that tread on air,trochaic,swswsws
lightsome as convey'd by sparrows,trochaic,swswswsw
letmegouponmyjourney,trochaic,swswsws
lo heav'n descends thy festivals to share,trochaic,wswswswsws
her tenor o'er yon heaving deep,trochaic,wswswsws
and with wonted frenzy fire,trochaic,wwswswsw
resigns his ease his fortune or his life,trochaic,wswswswsws
if thou can'st no charm disclose,trochaic,wwswsws
poets prophets heroes kings,trochaic,swswsws
steel or sulphur for her use,trochaic,swswsws
quiverswroughtwithbeadsofwampum,trochaic,swswswsw
'tis thine to govern not to court mankind,trochaic,wswswswsws
ploughmen for the promis'd corn,trochaic,swswsws
cupid knelt and lowting low,trochaic,swswsws
the blooming goddess to transport with all,trochaic,wswswswsws
quick descend thou may'st resort,trochaic,swswsws
rising from their watry grave,trochaic,swswsws
and while my outward senses sleep,trochaic,wswswsws
o'erwhelm the virtue they caress,trochaic,wswswsws
and good in publick or in private life,trochaic,wswswswsws
or beneath mona's oak retir'd,trochaic,wswswswsw
jove who saw the temple fair,trochaic,swswsws
when my passion i relate,trochaic,wwswsws
thanking heav'n for ev'ry blessing,trochaic,swswswsw
unhop'd unequall'd triumphs from the view,trochaic,wswswswsws
takeyourwar clubpuggawaugun,trochaic,swsswsws
i once parting part for ever,trochaic,swswswsw
she sweetly smil'd and wav'd her hand,trochaic,wswswsws
and proud prerogatives which have extoll'd,trochaic,wswswswsws
and though thy promises deceive,trochaic,wswswsws
such sons best guard my rights from daring foes,trochaic,wswswswsws
a dying nation to restore,trochaic,wswswsws
and the proud lord's pompous seat,trochaic,wwswsws
form'd as if akin to thee,trochaic,swswsws
a enville's lake orb hagley's lawn,trochaic,wswswsws
mocks the waving of the woods,trochaic,swswsws
thatthewar birdseverwitnessed,trochaic,swswswsw
fate demands a nobler head,trochaic,swswsws
all that struck my waking eyes,trochaic,wwswsws
the blossom buds the fountain flows,trochaic,wswswsws
and of this truth be most assur'd that he,trochaic,wswswswsws
the blest possessor of allworship'd gold,trochaic,wswswswsws
lord of every regal art,trochaic,swsswsws
but such as rise from flow'ry beds,trochaic,wswswsws
tenant of the peaceful plain,trochaic,swswsws
shafts for shuttles dipt in gore,trochaic,swswsws
among the squadrons of the warlike moors,trochaic,wswswswsws
what thou styl'st pleasure the delirious joy,trochaic,wswswswswsw
and oft with sighs and tears and pray'r,trochaic,wswswswsw
from its stem the ripening ear,trochaic,wwswswsw
and ambrosia breathes around,trochaic,swswsws
to view thy sacred walls with trophies hung,trochaic,wswswswsws
flagitious crimes for which th' impartial bar,trochaic,wsswswswsws
and for england sham'd in me,trochaic,wwswsws
greater is the pride of war,trochaic,swswsws
eternal records of heroic worth,trochaic,wswswswsws
so much weeping soon will spoil it,trochaic,wwswswsw
where many a bridge is taught to please,trochaic,wswswswsw
for twice these fifteen years ev'n in my heart,trochaic,wswswswsws
source of ev'ry heartfelt joy,trochaic,swswsws
they held and to the neighb'ring britons round,trochaic,wswswswsws
by this their tutelary pow'r declar'd,trochaic,wswswswssws
of cappadocian george britannia's saint,trochaic,wswsswswswsw
mason snatch the votive lyre,trochaic,swswsws
if the lover be displeasing,trochaic,wwswswsw
and the curling vapour creeps,trochaic,wwswsws
fortune left me as she found me,trochaic,swswswsw
guard in pomp the sliding car,trochaic,swswsws
and when thou thy wrath hast shed,trochaic,wswswsw
sense to teach and words to move,trochaic,wswswsw
may with thee i mean to rove,trochaic,wswswsw
but know vile counsellor of infamy,trochaic,wswswswsws
to direct her truelove's way,trochaic,swswswsw
all the empire i had wanted,trochaic,wwswswwsw
to encrease thy captive train,trochaic,swswsws
would be the first ambition of my soul,trochaic,wswswswsws
and charming is thy song of woe,trochaic,wswswsws
